Month,Value
1850-01,0.627906977
1850-02,0.893023256
1850-03,0.734883721
1850-04,-0.160465116
1850-05,0.246511628
1850-06,0.441860465
1850-07,-0.276744186
1850-08,0.246511628
1850-09,0.818604651
1850-10,0.465116279
1850-11,0.088372093
1850-12,0.209302326
1851-01,0.569767442
1851-02,1.265116279
1851-03,0.31627907
1851-04,0.127906977
1851-05,0.269767442
1851-06,0.28372093
1851-07,-0.346511628
1851-08,0.148837209
1851-09,0.393023256
1851-10,0.26744186
1851-11,-0.002325581
1851-12,0.474418605
1852-01,0.404651163
1852-02,0.38372093
1852-03,0.237209302
1852-04,0.334883721
1852-05,0.090697674
1852-06,-0.095348837
1852-07,-0.209302326
1852-08,-0.262790698
1852-09,-0.313953488
1852-10,0.379069767
1852-11,0.076744186
1852-12,-0.130232558
1853-01,-0.230232558
1853-02,-0.188372093
1853-03,-0.309302326
1853-04,-0.079069767
1853-05,-0.379069767
1853-06,-0.255813953
1853-07,-0.118604651
1853-08,-0.013953488
1853-09,-0.406976744
1853-10,-0.202325581
1853-11,-0.51627907
1853-12,-0.641860465
1854-01,-0.827906977
1854-02,-0.720930233
1854-03,-0.704651163
1854-04,-0.572093023
1854-05,-0.627906977
1854-06,-0.695348837
1854-07,-0.751162791
1854-08,-0.818604651
1854-09,-0.665116279
1854-10,-0.890697674
1854-11,-0.530232558
1854-12,-0.688372093
1855-01,-0.9
1855-02,-0.920930233
1855-03,-0.781395349
1855-04,-1.08372093
1855-05,-0.974418605
1855-06,-1.062790698
1855-07,-1.176744186
1855-08,-1.113953488
1855-09,-1.186046512
1855-10,-0.960465116
1855-11,-1.086046512
1855-12,-1.113953488
1856-01,-1.174418605
1856-02,-1.072093023
1856-03,-1.176744186
1856-04,-1.034883721
1856-05,-1.186046512
1856-06,-1.069767442
1856-07,-1.079069767
1856-08,-1.048837209
1856-09,-1.08372093
1856-10,-1.081395349
1856-11,-1.006976744
1856-12,-1.018604651
1857-01,-0.86744186
1857-02,-1.013953488
1857-03,-1.065116279
1857-04,-0.927906977
1857-05,-0.506976744
1857-06,-0.813953488
1857-07,-0.669767442
1857-08,-0.793023256
1857-09,-0.2
1857-10,-0.241860465
1857-11,-0.455813953
1857-12,-0.320930233
1858-01,-0.279069767
1858-02,-0.374418605
1858-03,0.151162791
1858-04,-0.295348837
1858-05,-0.223255814
1858-06,-0.151162791
1858-07,0.13255814
1858-08,0.1
1858-09,0.676744186
1858-10,0.934883721
1858-11,0.020930233
1858-12,0.369767442
1859-01,0.760465116
1859-02,0.851162791
1859-03,0.913953488
1859-04,0.806976744
1859-05,0.930232558
1859-06,0.839534884
1859-07,1.027906977
1859-08,1.297674419
1859-09,1.274418605
1859-10,1.479069767
1859-11,1.074418605
1859-12,0.697674419
1860-01,0.709302326
1860-02,0.860465116
1860-03,1.113953488
1860-04,0.474418605
1860-05,1.304651163
1860-06,1.339534884
1860-07,1.527906977
1860-08,1.146511628
1860-09,0.958139535
1860-10,0.909302326
1860-11,1.090697674
1860-12,1.037209302
1861-01,0.262790698
1861-02,0.623255814
1861-03,1.162790698
1861-04,1.104651163
1861-05,0.134883721
1861-06,0.855813953
1861-07,0.627906977
1861-08,0.73255814
1861-09,0.672093023
1861-10,0.376744186
1861-11,0.062790698
1861-12,0.686046512
1862-01,0.281395349
1862-02,0.313953488
1862-03,-0.172093023
1862-04,0.062790698
1862-05,0.311627907
1862-06,0.76744186
1862-07,0.520930233
1862-08,0.26744186
1862-09,0.362790698
1862-10,-0.209302326
1862-11,-0.009302326
1862-12,-0.234883721
1863-01,-0.062790698
1863-02,0.13255814
1863-03,0.358139535
1863-04,-0.241860465
1863-05,0.065116279
1863-06,-0.237209302
1863-07,-0.425581395
1863-08,-0.06744186
1863-09,-0.674418605
1863-10,-0.258139535
1863-11,-0.309302326
1863-12,-0.227906977
1864-01,0.155813953
1864-02,-0.090697674
1864-03,0.355813953
1864-04,-0.353488372
1864-05,-0.241860465
1864-06,0.158139535
1864-07,0.086046512
1864-08,0.088372093
1864-09,-0.523255814
1864-10,-0.397674419
1864-11,0.153488372
1864-12,-0.520930233
1865-01,-0.053488372
1865-02,-0.272093023
1865-03,-0.26744186
1865-04,-0.502325581
1865-05,-0.38372093
1865-06,-0.404651163
1865-07,-0.562790698
1865-08,-0.306976744
1865-09,-0.68372093
1865-10,-0.788372093
1865-11,-0.613953488
1865-12,-0.888372093
1866-01,-0.451162791
1866-02,-0.293023256
1866-03,-0.613953488
1866-04,-0.776744186
1866-05,-0.886046512
1866-06,-0.802325581
1866-07,-0.969767442
1866-08,-0.890697674
1866-09,-1.01627907
1866-10,-0.858139535
1866-11,-0.976744186
1866-12,-1.151162791
1867-01,-1.186046512
1867-02,-1.169767442
1867-03,-0.972093023
1867-04,-1.06744186
1867-05,-1.118604651
1867-06,-1.151162791
1867-07,-1.069767442
1867-08,-1.072093023
1867-09,-0.958139535
1867-10,-0.872093023
1867-11,-0.969767442
1867-12,-0.6
1868-01,-0.823255814
1868-02,-0.818604651
1868-03,-0.569767442
1868-04,-0.334883721
1868-05,-0.565116279
1868-06,-0.462790698
1868-07,-0.520930233
1868-08,-0.386046512
1868-09,-0.16744186
1868-10,0.248837209
1868-11,0.188372093
1868-12,0.386046512
1869-01,0.230232558
1869-02,0.193023256
1869-03,0.039534884
1869-04,-0.23255814
1869-05,1.23255814
1869-06,1.334883721
1869-07,0.190697674
1869-08,0.665116279
1869-09,0.688372093
1869-10,0.195348837
1869-11,0.613953488
1869-12,1.239534884
1870-01,0.611627907
1870-02,1.486046512
1870-03,2.520930233
1870-04,2.534883721
1870-05,2.906976744
1870-06,1.96744186
1870-07,1.893023256
1870-08,2.390697674
1870-09,1.976744186
1870-10,2.218604651
1870-11,2.244186047
1870-12,1.837209302
1871-01,0.86744186
1871-02,1.727906977
1871-03,2.144186047
1871-04,2.590697674
1871-05,2.197674419
1871-06,0.946511628
1871-07,1.209302326
1871-08,1.372093023
1871-09,0.681395349
1871-10,0.88372093
1871-11,1.265116279
1871-12,0.913953488
1872-01,0.662790698
1872-02,1.606976744
1872-03,0.869767442
1872-04,1.188372093
1872-05,1.31627907
1872-06,1.369767442
1872-07,1.26744186
1872-08,0.974418605
1872-09,1.479069767
1872-10,1.220930233
1872-11,1.418604651
1872-12,0.765116279
1873-01,0.830232558
1873-02,1.302325581
1873-03,1.1
1873-04,0.586046512
1873-05,-0.072093023
1873-06,-0.144186047
1873-07,0.369767442
1873-08,0.4
1873-09,-0.081395349
1873-10,-0.08372093
1873-11,0.102325581
1873-12,-0.041860465
1874-01,0.227906977
1874-02,0.306976744
1874-03,-0.106976744
1874-04,-0.441860465
1874-05,-0.148837209
1874-06,-0.297674419
1874-07,0.390697674
1874-08,0.239534884
1874-09,-0.534883721
1874-10,-0.388372093
1874-11,-0.513953488
1874-12,-0.504651163
1875-01,-0.846511628
1875-02,-0.669767442
1875-03,-0.4
1875-04,-0.509302326
1875-05,-0.918604651
1875-06,-0.630232558
1875-07,-0.895348837
1875-08,-0.846511628
1875-09,-1.130232558
1875-10,-0.890697674
1875-11,-0.774418605
1875-12,-0.955813953
1876-01,-0.853488372
1876-02,-0.837209302
1876-03,-0.460465116
1876-04,-1.13255814
1876-05,-1.06744186
1876-06,-1.148837209
1876-07,-0.83255814
1876-08,-0.981395349
1876-09,-0.955813953
1876-10,-0.853488372
1876-11,-0.955813953
1876-12,-0.995348837
1877-01,-0.618604651
1877-02,-0.98372093
1877-03,-0.913953488
1877-04,-0.818604651
1877-05,-0.693023256
1877-06,-0.874418605
1877-07,-1.048837209
1877-08,-1.039534884
1877-09,-0.804651163
1877-10,-1.030232558
1877-11,-0.848837209
1877-12,-1.13255814
1878-01,-1.109302326
1878-02,-1.046511628
1878-03,-1.004651163
1878-04,-1.18372093
1878-05,-1.051162791
1878-06,-1.037209302
1878-07,-1.18372093
1878-08,-1.186046512
1878-09,-1.062790698
1878-10,-1.160465116
1878-11,-1.090697674
1878-12,-1.174418605
1879-01,-1.16744186
1879-02,-1.172093023
1879-03,-1.186046512
1879-04,-1.041860465
1879-05,-1.130232558
1879-06,-1.074418605
1879-07,-1.011627907
1879-08,-0.937209302
1879-09,-1.044186047
1879-10,-0.9
1879-11,-0.886046512
1879-12,-1.018604651
1880-01,-0.627906977
1880-02,-0.546511628
1880-03,-0.73255814
1880-04,-0.737209302
1880-05,-0.639534884
1880-06,-0.393023256
1880-07,-0.676744186
1880-08,-0.06744186
1880-09,0.348837209
1880-10,-0.186046512
1880-11,-0.472093023
1880-12,-0.497674419
1881-01,-0.339534884
1881-02,0.051162791
1881-03,0.011627907
1881-04,0.01627907
1881-05,-0.174418605
1881-06,0.220930233
1881-07,0.602325581
1881-08,0.162790698
1881-09,0.051162791
1881-10,0.302325581
1881-11,0.088372093
1881-12,-0.086046512
1882-01,-0.139534884
1882-02,0.425581395
1882-03,0.38372093
1882-04,1.041860465
1882-05,0.304651163
1882-06,-0.134883721
1882-07,-0.130232558
1882-08,-0.246511628
1882-09,0.155813953
1882-10,0.190697674
1882-11,0.776744186
1882-12,-0.213953488
1883-01,0.223255814
1883-02,-0.095348837
1883-03,-0.190697674
1883-04,0.723255814
1883-05,-0.439534884
1883-06,0.593023256
1883-07,0.688372093
1883-08,-0.11627907
1883-09,0.037209302
1883-10,0.762790698
1883-11,0.779069767
1883-12,0.579069767
1884-01,0.941860465
1884-02,0.834883721
1884-03,0.83255814
1884-04,0.58372093
1884-05,0.360465116
1884-06,0.004651163
1884-07,0.048837209
1884-08,0.111627907
1884-09,0.253488372
1884-10,-0.074418605
1884-11,-0.334883721
1884-12,-0.088372093
1885-01,-0.190697674
1885-02,0.48372093
1885-03,-0.027906977
1885-04,0.093023256
1885-05,0.511627907
1885-06,0.760465116
1885-07,0.360465116
1885-08,-0.023255814
1885-09,-0.265116279
1885-10,-0.286046512
1885-11,-0.411627907
1885-12,-0.681395349
1886-01,-0.490697674
1886-02,-0.58372093
1886-03,0.146511628
1886-04,-0.169767442
1886-05,-0.472093023
1886-06,-0.555813953
1886-07,-0.481395349
1886-08,-0.793023256
1886-09,-0.688372093
1886-10,-0.986046512
1886-11,-1.179069767
1886-12,-0.897674419
1887-01,-0.946511628
1887-02,-0.879069767
1887-03,-1.088372093
1887-04,-1.025581395
1887-05,-0.720930233
1887-06,-0.820930233
1887-07,-0.644186047
1887-08,-0.688372093
1887-09,-1.013953488
1887-10,-1.03255814
1887-11,-1.025581395
1887-12,-0.704651163
1888-01,-0.890697674
1888-02,-1.020930233
1888-03,-1.004651163
1888-04,-1.06744186
1888-05,-1.023255814
1888-06,-1.020930233
1888-07,-1.113953488
1888-08,-1.120930233
1888-09,-0.981395349
1888-10,-1.137209302
1888-11,-0.937209302
1888-12,-1.030232558
1889-01,-1.16744186
1889-02,-0.988372093
1889-03,-1.023255814
1889-04,-1.086046512
1889-05,-1.130232558
1889-06,-1.037209302
1889-07,-0.960465116
1889-08,-0.706976744
1889-09,-1.034883721
1889-10,-1.137209302
1889-11,-1.181395349
1889-12,-1.030232558
1890-01,-1.062790698
1890-02,-1.172093023
1890-03,-1.06744186
1890-04,-1.148837209
1890-05,-1.074418605
1890-06,-1.155813953
1890-07,-0.91627907
1890-08,-0.988372093
1890-09,-0.786046512
1890-10,-0.925581395
1890-11,-0.962790698
1890-12,-1.004651163
1891-01,-0.872093023
1891-02,-0.669767442
1891-03,-0.944186047
1891-04,-0.709302326
1891-05,-0.230232558
1891-06,-0.062790698
1891-07,0.181395349
1891-08,-0.413953488
1891-09,0.065116279
1891-10,0.011627907
1891-11,-0.211627907
1891-12,-0.434883721
1892-01,0.420930233
1892-02,0.572093023
1892-03,-0.025581395
1892-04,0.43255814
1892-05,0.665116279
1892-06,0.588372093
1892-07,0.6
1892-08,1.172093023
1892-09,0.274418605
1892-10,0.453488372
1892-11,0.334883721
1892-12,0.641860465
1893-01,0.558139535
1893-02,0.511627907
1893-03,0.341860465
1893-04,0.862790698
1893-05,0.78372093
1893-06,0.865116279
1893-07,0.879069767
1893-08,1.818604651
1893-09,0.625581395
1893-10,0.66744186
1893-11,0.560465116
1893-12,0.995348837
1894-01,0.748837209
1894-02,0.781395349
1894-03,0.030232558
1894-04,0.711627907
1894-05,1.16744186
1894-06,1.113953488
1894-07,1.279069767
1894-08,0.448837209
1894-09,0.346511628
1894-10,0.569767442
1894-11,0.130232558
1894-12,0.209302326
1895-01,0.286046512
1895-02,0.376744186
1895-03,0.23255814
1895-04,0.602325581
1895-05,0.38372093
1895-06,0.476744186
1895-07,-0.074418605
1895-08,0.41627907
1895-09,0.155813953
1895-10,0.393023256
1895-11,-0.088372093
1895-12,0.458139535
1896-01,-0.511627907
1896-02,0.148837209
1896-03,0.023255814
1896-04,-0.16744186
1896-05,-0.541860465
1896-06,-0.046511628
1896-07,-0.139534884
1896-08,-0.553488372
1896-09,0.239534884
1896-10,-0.525581395
1896-11,-0.302325581
1896-12,-0.195348837
1897-01,-0.241860465
1897-02,-0.502325581
1897-03,-0.509302326
1897-04,-0.465116279
1897-05,-0.720930233
1897-06,-0.923255814
1897-07,-0.544186047
1897-08,-0.679069767
1897-09,-0.06744186
1897-10,-0.853488372
1897-11,-0.990697674
1897-12,-0.411627907
1898-01,-0.48372093
1898-02,-0.339534884
1898-03,-0.295348837
1898-04,-0.848837209
1898-05,-0.586046512
1898-06,-0.66744186
1898-07,-0.976744186
1898-08,-0.455813953
1898-09,-0.376744186
1898-10,-0.386046512
1898-11,-0.46744186
1898-12,-0.893023256
1899-01,-0.73255814
1899-02,-0.972093023
1899-03,-0.765116279
1899-04,-0.855813953
1899-05,-1.006976744
1899-06,-0.709302326
1899-07,-0.872093023
1899-08,-1.118604651
1899-09,-0.990697674
1899-10,-0.88372093
1899-11,-1.004651163
1899-12,-0.941860465
1900-01,-0.96744186
1900-02,-0.869767442
1900-03,-0.986046512
1900-04,-0.813953488
1900-05,-0.83255814
1900-06,-0.904651163
1900-07,-0.993023256
1900-08,-1.086046512
1900-09,-0.993023256
1900-10,-0.886046512
1900-11,-1.081395349
1900-12,-1.179069767
1901-01,-1.181395349
1901-02,-1.130232558
1901-03,-1.081395349
1901-04,-1.186046512
1901-05,-0.948837209
1901-06,-1.051162791
1901-07,-1.169767442
1901-08,-1.162790698
1901-09,-1.172093023
1901-10,-1.1
1901-11,-1.097674419
1901-12,-1.186046512
1902-01,-1.065116279
1902-02,-1.186046512
1902-03,-0.897674419
1902-04,-1.186046512
1902-05,-1.120930233
1902-06,-1.153488372
1902-07,-1.165116279
1902-08,-1.13255814
1902-09,-1.009302326
1902-10,-0.806976744
1902-11,-0.946511628
1902-12,-1.160465116
1903-01,-0.993023256
1903-02,-0.790697674
1903-03,-0.872093023
1903-04,-0.579069767
1903-05,-0.846511628
1903-06,-0.806976744
1903-07,-0.537209302
1903-08,-0.51627907
1903-09,-0.927906977
1903-10,-0.281395349
1903-11,-0.151162791
1903-12,-0.125581395
1904-01,-0.451162791
1904-02,-0.61627907
1904-03,-0.320930233
1904-04,-0.186046512
1904-05,-0.26744186
1904-06,-0.211627907
1904-07,-0.009302326
1904-08,0.16744186
1904-09,-0.486046512
1904-10,0.074418605
1904-11,-0.302325581
1904-12,0.08372093
1905-01,0.088372093
1905-02,0.809302326
1905-03,0.127906977
1905-04,-0.272093023
1905-05,-0.069767442
1905-06,-0.046511628
1905-07,0.511627907
1905-08,0.181395349
1905-09,0.093023256
1905-10,0.644186047
1905-11,1.306976744
1905-12,0.104651163
1906-01,-0.127906977
1906-02,-0.458139535
1906-03,0.313953488
1906-04,0.1
1906-05,0.155813953
1906-06,0.28372093
1906-07,1.223255814
1906-08,-0.076744186
1906-09,0.118604651
1906-10,-0.772093023
1906-11,-0.281395349
1906-12,0.318604651
1907-01,0.590697674
1907-02,1.330232558
1907-03,0.225581395
1907-04,0.037209302
1907-05,-0.188372093
1907-06,-0.246511628
1907-07,-0.030232558
1907-08,0.076744186
1907-09,0.790697674
1907-10,0.334883721
1907-11,0.244186047
1907-12,-0.086046512
1908-01,-0.274418605
1908-02,-0.397674419
1908-03,-0.518604651
1908-04,0.153488372
1908-05,-0.237209302
1908-06,-0.06744186
1908-07,-0.26744186
1908-08,0.918604651
1908-09,0.834883721
1908-10,-0.434883721
1908-11,-0.127906977
1908-12,-0.26744186
1909-01,0.13255814
1909-02,-0.102325581
1909-03,0.355813953
1909-04,-0.434883721
1909-05,-0.348837209
1909-06,-0.660465116
1909-07,-0.353488372
1909-08,-0.648837209
1909-09,-0.28372093
1909-10,0.172093023
1909-11,0.111627907
1909-12,0.074418605
1910-01,-0.572093023
1910-02,-0.453488372
1910-03,-0.688372093
1910-04,-0.990697674
1910-05,-0.669767442
1910-06,-0.9
1910-07,-0.858139535
1910-08,-0.918604651
1910-09,-0.576744186
1910-10,-0.295348837
1910-11,-1.072093023
1910-12,-1.051162791
1911-01,-1.106976744
1911-02,-0.976744186
1911-03,-1.004651163
1911-04,-0.802325581
1911-05,-0.976744186
1911-06,-1.134883721
1911-07,-1.104651163
1911-08,-1.093023256
1911-09,-1.093023256
1911-10,-1.125581395
1911-11,-1.088372093
1911-12,-1.134883721
1912-01,-1.179069767
1912-02,-1.186046512
1912-03,-1.072093023
1912-04,-1.081395349
1912-05,-1.08372093
1912-06,-1.090697674
1912-07,-1.11627907
1912-08,-1.179069767
1912-09,-0.965116279
1912-10,-1.079069767
1912-11,-1.160465116
1912-12,-1.037209302
1913-01,-1.13255814
1913-02,-1.118604651
1913-03,-1.174418605
1913-04,-1.165116279
1913-05,-1.186046512
1913-06,-1.186046512
1913-07,-1.146511628
1913-08,-1.181395349
1913-09,-1.158139535
1913-10,-1.113953488
1913-11,-1.169767442
1913-12,-1.097674419
1914-01,-1.120930233
1914-02,-1.125581395
1914-03,-1.113953488
1914-04,-0.78372093
1914-05,-1.065116279
1914-06,-0.920930233
1914-07,-1.060465116
1914-08,-1.006976744
1914-09,-0.890697674
1914-10,-0.995348837
1914-11,-0.804651163
1914-12,-0.66744186
1915-01,-0.651162791
1915-02,-0.202325581
1915-03,-0.28372093
1915-04,-0.225581395
1915-05,-0.418604651
1915-06,0.413953488
1915-07,0.479069767
1915-08,0.43255814
1915-09,-0.034883721
1915-10,0.058139535
1915-11,-0.197674419
1915-12,-0.38372093
1916-01,-0.13255814
1916-02,0.102325581
1916-03,0.372093023
1916-04,0.48372093
1916-05,0.546511628
1916-06,0.388372093
1916-07,0.058139535
1916-08,-0.36744186
1916-09,-0.137209302
1916-10,-0.006976744
1916-11,0.339534884
1916-12,0.046511628
1917-01,0.551162791
1917-02,0.486046512
1917-03,1.018604651
1917-04,0.551162791
1917-05,1.46744186
1917-06,1.486046512
1917-07,1.6
1917-08,2.406976744
1917-09,1.823255814
1917-10,0.493023256
1917-11,1.055813953
1917-12,1.820930233
1918-01,1.046511628
1918-02,0.33255814
1918-03,0.493023256
1918-04,0.686046512
1918-05,0.597674419
1918-06,0.195348837
1918-07,1.31627907
1918-08,1.179069767
1918-09,0.672093023
1918-10,0.790697674
1918-11,0.753488372
1918-12,0.190697674
1919-01,-0.06744186
1919-02,0.662790698
1919-03,0.360465116
1919-04,0.018604651
1919-05,0.862790698
1919-06,1.4
1919-07,0.318604651
1919-08,0.418604651
1919-09,0.086046512
1919-10,0.041860465
1919-11,-0.209302326
1919-12,-0.374418605
1920-01,0.002325581
1920-02,0.06744186
1920-03,0.446511628
1920-04,-0.841860465
1920-05,-0.411627907
1920-06,-0.286046512
1920-07,-0.546511628
1920-08,-0.739534884
1920-09,-0.341860465
1920-10,-0.03255814
1920-11,-0.553488372
1920-12,-0.490697674
1921-01,-0.453488372
1921-02,-0.527906977
1921-03,-0.565116279
1921-04,-0.43255814
1921-05,-0.669767442
1921-06,-0.402325581
1921-07,-0.211627907
1921-08,-0.655813953
1921-09,-0.772093023
1921-10,-0.762790698
1921-11,-0.772093023
1921-12,-0.713953488
1922-01,-0.911627907
1922-02,-0.572093023
1922-03,0.086046512
1922-04,-0.930232558
1922-05,-1
1922-06,-1.051162791
1922-07,-0.93255814
1922-08,-1.034883721
1922-09,-1.076744186
1922-10,-1.041860465
1922-11,-1.013953488
1922-12,-0.779069767
1923-01,-1.081395349
1923-02,-1.151162791
1923-03,-1.109302326
1923-04,-1.044186047
1923-05,-1.111627907
1923-06,-0.974418605
1923-07,-1.104651163
1923-08,-1.174418605
1923-09,-0.879069767
1923-10,-0.91627907
1923-11,-0.953488372
1923-12,-1.120930233
1924-01,-1.174418605
1924-02,-1.06744186
1924-03,-1.144186047
1924-04,-0.923255814
1924-05,-0.702325581
1924-06,-0.627906977
1924-07,-0.53255814
1924-08,-0.737209302
1924-09,-0.602325581
1924-10,-0.590697674
1924-11,-0.662790698
1924-12,-0.802325581
1925-01,-1.058139535
1925-02,-0.646511628
1925-03,-0.76744186
1925-04,-0.448837209
1925-05,-0.190697674
1925-06,-0.081395349
1925-07,-0.290697674
1925-08,-0.304651163
1925-09,0.213953488
1925-10,0.423255814
1925-11,0.176744186
1925-12,1.106976744
1926-01,0.48372093
1926-02,0.441860465
1926-03,0.26744186
1926-04,-0.290697674
1926-05,0.309302326
1926-06,0.523255814
1926-07,0.030232558
1926-08,0.246511628
1926-09,0.227906977
1926-10,0.476744186
1926-11,0.220930233
1926-12,0.660465116
1927-01,0.711627907
1927-02,0.976744186
1927-03,0.43255814
1927-04,0.988372093
1927-05,0.653488372
1927-06,0.188372093
1927-07,0.090697674
1927-08,0.065116279
1927-09,0.404651163
1927-10,0.281395349
1927-11,0.376744186
1927-12,-0.134883721
1928-01,0.755813953
1928-02,0.523255814
1928-03,0.8
1928-04,0.688372093
1928-05,0.602325581
1928-06,0.939534884
1928-07,1.093023256
1928-08,0.762790698
1928-09,0.9
1928-10,0.241860465
1928-11,-0.01627907
1928-12,0.186046512
1929-01,0.41627907
1929-02,0.304651163
1929-03,-0.018604651
1929-04,0.041860465
1929-05,0.16744186
1929-06,0.486046512
1929-07,0.446511628
1929-08,0.344186047
1929-09,-0.386046512
1929-10,0.069767442
1929-11,0.7
1929-12,1.325581395
1930-01,0.33255814
1930-02,-0.041860465
1930-03,-0.372093023
1930-04,-0.297674419
1930-05,-0.330232558
1930-06,-0.51627907
1930-07,-0.676744186
1930-08,-0.606976744
1930-09,-0.439534884
1930-10,-0.386046512
1930-11,-0.358139535
1930-12,-0.586046512
1931-01,-0.846511628
1931-02,-0.18372093
1931-03,-0.488372093
1931-04,-0.460465116
1931-05,-0.613953488
1931-06,-0.830232558
1931-07,-0.781395349
1931-08,-0.88372093
1931-09,-0.744186047
1931-10,-0.953488372
1931-11,-0.751162791
1931-12,-0.772093023
1932-01,-0.904651163
1932-02,-0.939534884
1932-03,-0.925581395
1932-04,-0.925581395
1932-05,-0.769767442
1932-06,-0.669767442
1932-07,-0.962790698
1932-08,-1.027906977
1932-09,-1.093023256
1932-10,-0.979069767
1932-11,-0.995348837
1932-12,-0.930232558
1933-01,-0.9
1933-02,-0.669767442
1933-03,-0.951162791
1933-04,-1.118604651
1933-05,-1.111627907
1933-06,-1.065116279
1933-07,-1.120930233
1933-08,-1.181395349
1933-09,-1.06744186
1933-10,-1.11627907
1933-11,-1.172093023
1933-12,-1.179069767
1934-01,-1.106976744
1934-02,-1.004651163
1934-03,-1.086046512
1934-04,-0.923255814
1934-05,-0.727906977
1934-06,-1.030232558
1934-07,-0.969767442
1934-08,-0.993023256
1934-09,-1.093023256
1934-10,-1.053488372
1934-11,-0.98372093
1934-12,-0.827906977
1935-01,-0.746511628
1935-02,-0.709302326
1935-03,-0.648837209
1935-04,-0.902325581
1935-05,-0.551162791
1935-06,-0.123255814
1935-07,-0.397674419
1935-08,-0.486046512
1935-09,-0.206976744
1935-10,0.051162791
1935-11,0.306976744
1935-12,0.244186047
1936-01,0.274418605
1936-02,0.541860465
1936-03,0.606976744
1936-04,0.555813953
1936-05,0.08372093
1936-06,0.441860465
1936-07,0.030232558
1936-08,0.837209302
1936-09,0.581395349
1936-10,0.88372093
1936-11,1.497674419
1936-12,1.68372093
1937-01,1.895348837
1937-02,1.802325581
1937-03,0.765116279
1937-04,1.355813953
1937-05,1.527906977
1937-06,1.844186047
1937-07,2.188372093
1937-08,2.01627907
1937-09,1.155813953
1937-10,1.718604651
1937-11,0.544186047
1937-12,0.879069767
1938-01,1.102325581
1938-02,1.586046512
1938-03,0.825581395
1938-04,1.162790698
1938-05,1.776744186
1938-06,1.081395349
1938-07,2.658139535
1938-08,1.504651163
1938-09,0.897674419
1938-10,1.118604651
1938-11,1.655813953
1938-12,0.969767442
1939-01,0.681395349
1939-02,0.613953488
1939-03,0.31627907
1939-04,1.351162791
1939-05,1.565116279
1939-06,1.162790698
1939-07,1.08372093
1939-08,1.274418605
1939-09,1.43255814
1939-10,0.862790698
1939-11,0.397674419
1939-12,-0.206976744
1940-01,-0.011627907
1940-02,0.195348837
1940-03,0.751162791
1940-04,0.225581395
1940-05,0.079069767
1940-06,0.765116279
1940-07,0.38372093
1940-08,1.26744186
1940-09,0.360465116
1940-10,0.093023256
1940-11,0.172093023
1940-12,0.402325581
1941-01,-0.125581395
1941-02,-0.151162791
1941-03,-0.106976744
1941-04,-0.423255814
1941-05,-0.5
1941-06,0.204651163
1941-07,0.369767442
1941-08,0.209302326
1941-09,0.346511628
1941-10,-0.109302326
1941-11,-0.295348837
1941-12,-0.402325581
1942-01,-0.358139535
1942-02,0.041860465
1942-03,0.074418605
1942-04,0.225581395
1942-05,-0.604651163
1942-06,-0.920930233
1942-07,-0.774418605
1942-08,-0.71627907
1942-09,-0.786046512
1942-10,-0.739534884
1942-11,-0.472093023
1942-12,-0.662790698
1943-01,-0.897674419
1943-02,-0.513953488
1943-03,-0.548837209
1943-04,-0.579069767
1943-05,-0.858139535
1943-06,-1.009302326
1943-07,-0.879069767
1943-08,-0.734883721
1943-09,-0.953488372
1943-10,-1.004651163
1943-11,-0.948837209
1943-12,-0.748837209
1944-01,-1.1
1944-02,-1.174418605
1944-03,-0.930232558
1944-04,-1.179069767
1944-05,-1.127906977
1944-06,-1.069767442
1944-07,-1.069767442
1944-08,-0.797674419
1944-09,-0.853488372
1944-10,-0.793023256
1944-11,-0.934883721
1944-12,-0.525581395
1945-01,-0.755813953
1945-02,-0.890697674
1945-03,-0.686046512
1945-04,-0.441860465
1945-05,-0.474418605
1945-06,-0.344186047
1945-07,-0.195348837
1945-08,-0.58372093
1945-09,-0.374418605
1945-10,0.413953488
1945-11,-0.11627907
1945-12,-0.548837209
1946-01,-0.079069767
1946-02,0.818604651
1946-03,0.595348837
1946-04,0.574418605
1946-05,0.788372093
1946-06,0.523255814
1946-07,1.51627907
1946-08,1.306976744
1946-09,1.009302326
1946-10,1.193023256
1946-11,1.693023256
1946-12,1.644186047
1947-01,1.504651163
1947-02,1.451162791
1947-03,1.83255814
1947-04,2.297674419
1947-05,3.495348837
1947-06,2.625581395
1947-07,2.486046512
1947-08,3.204651163
1947-09,2.753488372
1947-10,2.618604651
1947-11,1.790697674
1947-12,1.523255814
1948-01,1.337209302
1948-02,0.81627907
1948-03,1.018604651
1948-04,3.225581395
1948-05,2.860465116
1948-06,2.71627907
1948-07,2.120930233
1948-08,2.486046512
1948-09,2.146511628
1948-10,1.98372093
1948-11,1.041860465
1948-12,2.023255814
1949-01,1.58372093
1949-02,3.053488372
1949-03,2.476744186
1949-04,2.23255814
1949-05,1.28372093
1949-06,1.644186047
1949-07,1.739534884
1949-08,1.693023256
1949-09,2.193023256
1949-10,1.874418605
1949-11,2.151162791
1949-12,1.548837209
1950-01,1.176744186
1950-02,1.018604651
1950-03,1.365116279
1950-04,1.451162791
1950-05,1.28372093
1950-06,0.758139535
1950-07,0.930232558
1950-08,0.795348837
1950-09,0.006976744
1950-10,0.241860465
1950-11,0.088372093
